compressed,raw
1050,1050
1051,1051
1052,1052
1053,1053
1054,1054
1055,1055
1056,1056
1057,1057
1058,1058
1059,1059
1060,1060
1061,1061
1062,1062
1063,1063
1064,1064
1065,1065
1066,1066
1067,1067
1068,1068
1069,1069
1070,1070
1071,1071
1072,1072
1073,1073
1074,1074
1075,1075
1076,1076
1077,1077
1078,1078
1079,1079
1080,1080
1081,1081
1082,1082
1083,1083
1084,1084
1085,1085
1086,1086
1087,1087
1088,1088
1089,1089
1090,1090
1091,1091
1092,1092
1093,1093
1094,1094
1095,1095
1096,1096
1097,1097
1098,1098
1099,1099
1100,1100
1101,1101
1102,1102
1103,1103
1104,1104
1105,1105
1106,1106
1107,1107
1108,1108
1109,1109
1110,1110
1111,1111
1112,1112
1113,1113
1114,1114
1115,1115
1116,1116
1117,1117
1118,1118
1119,1119
1120,1120
1121,1121
1122,1122
1123,1123
1124,1124
1125,1125
1126,1126
1127,1127
1128,1128
1129,1129
1130,1130
1131,1131
1132,1132
1133,1133
1134,1134
1135,1135
1136,1136
1137,1137
1138,1138
1139,1139
1140,1140
1141,1141
1142,1142
1143,1143
1144,1144
1145,1145
1146,1146
1147,1147
1148,1148
1149,1149
1150,1150
1151,1151
1152,1152
1153,1153
1154,1154
1155,1155
1156,1156
1157,1157
1158,1158
1159,1159
1160,1160
1161,1161
1162,1162
1163,1163
1164,1164
1165,1165
1166,1166
1167,1167
1168,1168
1169,1169
1170,1170
1171,1171
1172,1172
1173,1173
1174,1174
1175,1175
1176,1176
1177,1177
1178,1178
1179,1179
1180,1180
1181,1181
1182,1182
1183,1183
1184,1184
1185,1185
1186,1186
1187,1187
1188,1188
1189,1189
1190,1190
1191,1191
1192,1192
1193,1193
1194,1194
1195,1195
1196,1196
1197,1197
1198,1198
1199,1199
1200,1200
1201,1201
1202,1202
1203,1203
1204,1204
1205,1205
1206,1206
1207,1207
1208,1208
1209,1209
1210,1210
1211,1211
1212,1212
1213,1213
1214,1214
1215,1215
1216,1216
1217,1217
1218,1218
1219,1219
1220,1220
1221,1221
1222,1222
1223,1223
1224,1224
1225,1225
1226,1226
1227,1227
1228,1228
1229,1229
1230,1230
1231,1231
1232,1232
1233,1233
1234,1234
1235,1235
1236,1236
1237,1237
1238,1238
1239,1239
1240,1240
1241,1241
1242,1242
1243,1243
1244,1244
1245,1245
1246,1246
1247,1247
1248,1248
1249,1249
1250,1250
1251,1251
1252,1252
1253,1253
1254,1254
1255,1255
1256,1256
1257,1257
1258,1258
1259,1259
1260,1260
1261,1261
1262,1262
1263,1263
1264,1264
1265,1265
1266,1266
1267,1267
1268,1268
1269,1269
1270,1270
1271,1271
1272,1272
1273,1273
1274,1274
1275,1275
1276,1276
1277,1277
1278,1278
1279,1279
1280,1280
1281,1281
1282,1282
1283,1283
1284,1284
1285,1285
1286,1286
1287,1287
1288,1288
1289,1289
1290,1290
1291,1291
1292,1292
1293,1293
1294,1294
1295,1295
1296,1296
1297,1297
1298,1298
1299,1299
1300,1300
1301,1301
1302,1302
1303,1303
1304,1304
1305,1305
1306,1306
1307,1307
1308,1308
1309,1309
1310,1310
1311,1311
1312,1312
1313,1313
1314,1314
1315,1315
1316,1316
1317,1317
1318,1318
1319,1319
1320,1320
1321,1321
1322,1322
1323,1323
1324,1324
1325,1325
1326,1326
1327,1327
1328,1328
1329,1329
1330,1330
1331,1331
1332,1332
1333,1333
1334,1334
1335,1335
1336,1336
1337,1337
1338,1338
1339,1339
1340,1340
1341,1341
1342,1342
1343,1343
1344,1344
1345,1345
1346,1346
1347,1347
1348,1348
1349,1349
1350,1350
1351,1351
1352,1352
1353,1353
1354,1354
1355,1355
1356,1356
1357,1357
1358,1358
1359,1359
1360,1360
1361,1361
1362,1362
1363,1363
1364,1364
1365,1365
1366,1366
1367,1367
1368,1368
1369,1369
1370,1370
1371,1371
1372,1372
1373,1373
1374,1374
1375,1375
1376,1376
1377,1377
1378,1378
1379,1379
1380,1380
1381,1381
1382,1382
1383,1383
1384,1384
1385,1385
1386,1386
1387,1387
1388,1388
1389,1389
1390,1390
1391,1391
1392,1392
1393,1393
1394,1394
1395,1395
1396,1396
1397,1397
1398,1398
1399,1399
1400,1400
1401,1401
1402,1402
1403,1403
1404,1404
1405,1405
1406,1406
1407,1407
1408,1408
1409,1409
1410,1410
1411,1411
1412,1412
1413,1413
1414,1414
1415,1415
1416,1416
1417,1417
1418,1418
1419,1419
1420,1420
1421,1421
1422,1422
1423,1423
1424,1424
1425,1425
1426,1426
1427,1427
1428,1428
1429,1429
1430,1430
1431,1431
1432,1432
1433,1433
1434,1434
1435,1435
1436,1436
1437,1437
1438,1438
1439,1439
1440,1440
1441,1441
1442,1442
1443,1443
1444,1444
1445,1445
1446,1446
1447,1447
1448,1448
1449,1449
1450,1450
1451,1451
1452,1452
1453,1453
1454,1454
1455,1455
1456,1456
1457,1457
1458,1458
1459,1459
1460,1460
1461,1461
1462,1462
1463,1463
1464,1464
1465,1465
1466,1466
1467,1467
1468,1468
1469,1469
1470,1470
1471,1471
1472,1472
1473,1473
1474,1474
1475,1475
1476,1476
1477,1477
1478,1478
1479,1479
1480,1480
1481,1481
1482,1482
1483,1483
1484,1484
1485,1485
1486,1486
1487,1487
1488,1488
1489,1489
1490,1490
1491,1491
1492,1492
1493,1493
1494,1494
1495,1495
1496,1496
1497,1497
1498,1498
1499,1499
1500,1500
1501,1501
1502,1502
1503,1503
1504,1504
1505,1505
1506,1506
1507,1507
1508,1508
1509,1509
1510,1510
1511,1511
1512,1512
1513,1513
1514,1514
1515,1515
1516,1516
1517,1517
1518,1518
1519,1519
1520,1520
1521,1521
1522,1522
1523,1523
1524,1524
1525,1525
1526,1526
1527,1527
1528,1528
1529,1529
1530,1530
1531,1531
1532,1532
1533,1533
1534,1534
1535,1535
1536,1536
1537,1537
1538,1538
1539,1539
1540,1540
1541,1541
1542,1542
1543,1543
1544,1544
1545,1545
1546,1546
1547,1547
1548,1548
1549,1549
1550,1550
1551,1551
1552,1552
1553,1553
1554,1554
1555,1555
1556,1556
1557,1557
1558,1558
1559,1559
1560,1560
1561,1561
1562,1562
1563,1563
1564,1564
1565,1565
1566,1566
1567,1567
1568,1568
1569,1569
1570,1570
1571,1571
1572,1572
1573,1573
1574,1574
1575,1575
1576,1576
1577,1577
1578,1578
1579,1579
1580,1580
1581,1581
1582,1582
1583,1583
1584,1584
1585,1585
1586,1586
1587,1587
1588,1588
1589,1589
1590,1590
1591,1591
1592,1592
1593,1593
1594,1594
1595,1595
1596,1596
1597,1597
1598,1598
1599,1599
1600,1600
1601,1601
1602,1602
1603,1603
1604,1604
1605,1605
1606,1607
1607,1609
1608,1612
1609,1614
1610,1616
1611,1619
1612,1621
1613,1624
1614,1626
1615,1628
1616,1631
1617,1633
1618,1636
1619,1638
1620,1641
1621,1643
1622,1646
1623,1648
1624,1650
1625,1653
1626,1655
1627,1658
1628,1660
1629,1663
1630,1665
1631,1668
1632,1670
1633,1673
1634,1675
1635,1678
1636,1680
1637,1683
1638,1685
1639,1688
1640,1690
1641,1693
1642,1695
1643,1698
1644,1700
1645,1703
1646,1705
1647,1708
1648,1710
1649,1713
1650,1716
1651,1718
1652,1721
1653,1723
1654,1726
1655,1728
1656,1731
1657,1734
1658,1736
1659,1739
1660,1741
1661,1744
1662,1747
1663,1749
1664,1752
1665,1754
1666,1757
1667,1760
1668,1762
1669,1765
1670,1767
1671,1770
1672,1773
1673,1775
1674,1778
1675,1781
1676,1783
1677,1786
1678,1789
1679,1791
1680,1794
1681,1797
1682,1799
1683,1802
1684,1805
1685,1807
1686,1810
1687,1813
1688,1815
1689,1818
1690,1821
1691,1824
1692,1826
1693,1829
1694,1832
1695,1835
1696,1837
1697,1840
1698,1843
1699,1845
1700,1848
1701,1851
1702,1854
1703,1857
1704,1859
1705,1862
1706,1865
1707,1868
1708,1870
1709,1873
1710,1876
1711,1879
1712,1882
1713,1884
1714,1887
1715,1890
1716,1893
1717,1896
1718,1898
1719,1901
1720,1904
1721,1907
1722,1910
1723,1913
1724,1915
1725,1918
1726,1921
1727,1924
1728,1927
1729,1930
1730,1933
1731,1936
1732,1938
1733,1941
1734,1944
1735,1947
1736,1950
1737,1953
1738,1956
1739,1959
1740,1962
1741,1965
1742,1968
1743,1970
1744,1973
1745,1976
1746,1979
1747,1982
1748,1985
1749,1988
1750,1991
1751,1994
1752,1997
1753,2000
1754,2003
1755,2006
1756,2009
1757,2012
1758,2015
1759,2018
1760,2021
1761,2024
1762,2027
1763,2030
1764,2033
1765,2036
1766,2039
1767,2042
1768,2045
1769,2048
1770,2051
1771,2054
1772,2057
1773,2061
1774,2064
1775,2067
1776,2070
1777,2073
1778,2076
1779,2079
1780,2082
1781,2085
1782,2088
1783,2091
1784,2095
1785,2098
1786,2101
1787,2104
1788,2107
1789,2110
1790,2113
1791,2116
1792,2120
1793,2123
1794,2126
1795,2129
1796,2132
1797,2135
1798,2139
1799,2142
1800,2145
1801,2148
1802,2151
1803,2155
1804,2158
1805,2161
1806,2164
1807,2168
1808,2171
1809,2174
1810,2177
1811,2180
1812,2184
1813,2187
1814,2190
1815,2194
1816,2197
1817,2200
1818,2203
1819,2207
1820,2210
1821,2213
1822,2217
1823,2220
1824,2223
1825,2226
1826,2230
1827,2233
1828,2236
1829,2240
1830,2243
1831,2246
1832,2250
1833,2253
1834,2256
1835,2260
1836,2263
1837,2267
1838,2270
1839,2273
1840,2277
1841,2280
1842,2284
1843,2287
1844,2290
1845,2294
1846,2297
1847,2301
1848,2304
1849,2307
1850,2311
1851,2314
1852,2318
1853,2321
1854,2325
1855,2328
1856,2332
1857,2335
1858,2339
1859,2342
1860,2346
1861,2349
1862,2353
1863,2356
1864,2360
1865,2363
1866,2367
1867,2370
1868,2374
1869,2377
1870,2381
1871,2384
1872,2388
1873,2391
1874,2395
1875,2399
1876,2402
1877,2406
1878,2409
1879,2413
1880,2416
1881,2420
1882,2424
1883,2427
1884,2431
1885,2435
1886,2438
1887,2442
1888,2445
1889,2449
1890,2453
1891,2456
1892,2460
1893,2464
1894,2467
1895,2471
1896,2475
1897,2478
1898,2482
1899,2486
1900,2490
1901,2493
1902,2497
1903,2501
1904,2504
1905,2508
1906,2512
1907,2516
1908,2519
1909,2523
1910,2527
1911,2531
1912,2534
1913,2538
1914,2542
1915,2546
1916,2550
1917,2553
1918,2557
1919,2561
1920,2565
1921,2569
1922,2572
1923,2576
1924,2580
1925,2584
1926,2588
1927,2592
1928,2596
1929,2599
1930,2603
1931,2607
1932,2611
1933,2615
1934,2619
1935,2623
1936,2627
1937,2631
1938,2635
1939,2638
1940,2642
1941,2646
1942,2650
1943,2654
1944,2658
1945,2662
1946,2666
1947,2670
1948,2674
1949,2678
1950,2682
1951,2686
1952,2690
1953,2694
1954,2698
1955,2702
1956,2706
1957,2710
1958,2714
1959,2718
1960,2722
1961,2726
1962,2730
1963,2734
1964,2739
1965,2743
1966,2747
1967,2751
1968,2755
1969,2759
1970,2763
1971,2767
1972,2771
1973,2776
1974,2780
1975,2784
1976,2788
1977,2792
1978,2796
1979,2800
1980,2805
1981,2809
1982,2813
1983,2817
1984,2821
1985,2826
1986,2830
1987,2834
1988,2838
1989,2842
1990,2847
1991,2851
1992,2855
1993,2859
1994,2864
1995,2868
1996,2872
1997,2877
1998,2881
1999,2885
2000,2889
2001,2894
2002,2898
2003,2902
2004,2907
2005,2911
2006,2915
2007,2920
2008,2924
2009,2928
2010,2933
2011,2937
2012,2942
2013,2946
2014,2950
2015,2955
2016,2959
2017,2964
2018,2968
2019,2972
2020,2977
2021,2981
2022,2986
2023,2990
2024,2995
2025,2999
2026,3004
2027,3008
2028,3012
2029,3017
2030,3021
2031,3026
2032,3030
2033,3035
2034,3040
2035,3044
2036,3049
2037,3053
2038,3058
2039,3062
2040,3067
2041,3071
2042,3076
2043,3081
2044,3085
2045,3090
2046,3094
2047,3099
2048,3104
2049,3108
2050,3113
2051,3117
2052,3122
2053,3127
2054,3131
2055,3136
2056,3141
2057,3145
2058,3150
2059,3155
2060,3160
2061,3164
2062,3169
2063,3174
2064,3178
2065,3183
2066,3188
2067,3193
2068,3197
2069,3202
2070,3207
2071,3212
2072,3217
2073,3221
2074,3226
2075,3231
2076,3236
2077,3241
2078,3245
2079,3250
2080,3255
2081,3260
2082,3265
2083,3270
2084,3275
2085,3279
2086,3284
2087,3289
2088,3294
2089,3299
2090,3304
2091,3309
2092,3314
2093,3319
2094,3324
2095,3329
2096,3334
2097,3339
2098,3344
2099,3349
2100,3354
2101,3358
2102,3364
2103,3369
2104,3374
2105,3379
2106,3384
2107,3389
2108,3394
2109,3399
2110,3404
2111,3409
2112,3414
2113,3419
2114,3424
2115,3429
2116,3434
2117,3440
2118,3445
2119,3450
2120,3455
2121,3460
2122,3465
2123,3470
2124,3476
2125,3481
2126,3486
2127,3491
2128,3496
2129,3502
2130,3507
2131,3512
2132,3517
2133,3522
2134,3528
2135,3533
2136,3538
2137,3544
2138,3549
2139,3554
2140,3559
2141,3565
2142,3570
2143,3575
2144,3581
2145,3586
2146,3591
2147,3597
2148,3602
2149,3607
2150,3613
2151,3618
2152,3624
2153,3629
2154,3634
2155,3640
2156,3645
2157,3651
2158,3656
2159,3662
2160,3667
2161,3672
2162,3678
2163,3683
2164,3689
2165,3694
2166,3700
2167,3705
2168,3711
2169,3716
2170,3722
2171,3728
2172,3733
2173,3739
2174,3744
2175,3750
2176,3755
2177,3761
2178,3767
2179,3772
2180,3778
2181,3784
2182,3789
2183,3795
2184,3800
2185,3806
2186,3812
2187,3817
2188,3823
2189,3829
2190,3835
2191,3840
2192,3846
2193,3852
2194,3858
2195,3863
2196,3869
2197,3875
2198,3881
2199,3886
2200,3892
2201,3898
2202,3904
2203,3910
2204,3915
2205,3921
2206,3927
2207,3933
2208,3939
2209,3945
2210,3951
2211,3956
2212,3962
2213,3968
2214,3974
2215,3980
2216,3986
2217,3992
2218,3998
2219,4004
2220,4010
2221,4016
2222,4022
2223,4028
2224,4034
2225,4040
2226,4046
2227,4052
2228,4058
2229,4064
2230,4070
2231,4076
2232,4082
2233,4088
2234,4094
2235,4100
2236,4107
2237,4113
2238,4119
2239,4125
2240,4131
2241,4137
2242,4143
2243,4150
2244,4156
2245,4162
2246,4168
2247,4174
2248,4181
2249,4187
2250,4193
2251,4199
2252,4206
2253,4212
2254,4218
2255,4224
2256,4231
2257,4237
2258,4243
2259,4250
2260,4256
2261,4262
2262,4269
2263,4275
2264,4281
2265,4288
2266,4294
2267,4301
2268,4307
2269,4313
2270,4320
2271,4326
2272,4333
2273,4339
2274,4346
2275,4352
2276,4359
2277,4365
2278,4372
2279,4378
2280,4385
2281,4391
2282,4398
2283,4404
2284,4411
2285,4417
2286,4424
2287,4431
2288,4437
2289,4444
2290,4451
2291,4457
2292,4464
2293,4470
2294,4477
2295,4484
2296,4490
2297,4497
2298,4504
2299,4511
2300,4517
2301,4524
2302,4531
2303,4538
2304,4544
2305,4551
2306,4558
2307,4565
2308,4571
2309,4578
2310,4585
2311,4592
2312,4599
2313,4606
2314,4612
2315,4619
2316,4626
2317,4633
2318,4640
2319,4647
2320,4654
2321,4661
2322,4668
2323,4675
2324,4682
2325,4689
2326,4696
2327,4703
2328,4710
2329,4717
2330,4724
2331,4731
2332,4738
2333,4745
2334,4752
2335,4759
2336,4766
2337,4773
2338,4780
2339,4788
2340,4795
2341,4802
2342,4809
2343,4816
2344,4823
2345,4830
2346,4838
2347,4845
2348,4852
2349,4859
2350,4867
2351,4874
2352,4881
2353,4888
2354,4896
2355,4903
2356,4910
2357,4918
2358,4925
2359,4932
2360,4940
2361,4947
2362,4954
2363,4962
2364,4969
2365,4977
2366,4984
2367,4991
2368,4999
2369,5006
2370,5014
2371,5021
2372,5029
2373,5036
2374,5044
2375,5051
2376,5059
2377,5066
2378,5074
2379,5081
2380,5089
2381,5097
2382,5104
2383,5112
2384,5119
2385,5127
2386,5135
2387,5142
2388,5150
2389,5158
2390,5165
2391,5173
2392,5181
2393,5189
2394,5196
2395,5204
2396,5212
2397,5220
2398,5227
2399,5235
2400,5243
2401,5251
2402,5259
2403,5266
2404,5274
2405,5282
2406,5290
2407,5298
2408,5306
2409,5314
2410,5322
2411,5330
2412,5337
2413,5345
2414,5353
2415,5361
2416,5369
2417,5377
2418,5385
2419,5393
2420,5401
2421,5409
2422,5418
2423,5426
2424,5434
2425,5442
2426,5450
2427,5458
2428,5466
2429,5474
2430,5483
2431,5491
2432,5499
2433,5507
2434,5515
2435,5523
2436,5532
2437,5540
2438,5548
2439,5556
2440,5565
2441,5573
2442,5581
2443,5590
2444,5598
2445,5606
2446,5615
2447,5623
2448,5631
2449,5640
2450,5648
2451,5657
2452,5665
2453,5674
2454,5682
2455,5691
2456,5699
2457,5708
2458,5716
2459,5725
2460,5733
2461,5742
2462,5750
2463,5759
2464,5767
2465,5776
2466,5785
2467,5793
2468,5802
2469,5810
2470,5819
2471,5828
2472,5836
2473,5845
2474,5854
2475,5863
2476,5871
2477,5880
2478,5889
2479,5898
2480,5906
2481,5915
2482,5924
2483,5933
2484,5942
2485,5951
2486,5959
2487,5968
2488,5977
2489,5986
2490,5995
2491,6004
2492,6013
2493,6022
2494,6031
2495,6040
2496,6049
2497,6058
2498,6067
2499,6076
2500,6085
2501,6094
2502,6103
2503,6112
2504,6121
2505,6131
2506,6140
2507,6149
2508,6158
2509,6167
2510,6176
2511,6186
2512,6195
2513,6204
2514,6213
2515,6223
2516,6232
2517,6241
2518,6250
2519,6260
2520,6269
2521,6278
2522,6288
2523,6297
2524,6307
2525,6316
2526,6325
2527,6335
2528,6344
2529,6354
2530,6363
2531,6373
2532,6382
2533,6392
2534,6401
2535,6411
2536,6420
2537,6430
2538,6439
2539,6449
2540,6459
2541,6468
2542,6478
2543,6488
2544,6497
2545,6507
2546,6517
2547,6526
2548,6536
2549,6546
2550,6556
2551,6565
2552,6575
2553,6585
2554,6595
2555,6605
2556,6614
2557,6624
2558,6634
2559,6644
2560,6654
2561,6664
2562,6674
2563,6684
2564,6694
2565,6704
2566,6714
2567,6724
2568,6734
2569,6744
2570,6754
2571,6764
2572,6774
2573,6784
2574,6794
2575,6804
2576,6814
2577,6825
2578,6835
2579,6845
2580,6855
2581,6865
2582,6876
2583,6886
2584,6896
2585,6906
2586,6917
2587,6927
2588,6937
2589,6948
2590,6958
2591,6968
2592,6979
2593,6989
2594,7000
2595,7010
2596,7021
2597,7031
2598,7041
2599,7052
2600,7062
2601,7073
2602,7084
2603,7094
2604,7105
2605,7115
2606,7126
2607,7137
2608,7147
2609,7158
2610,7168
2611,7179
2612,7190
2613,7201
2614,7211
2615,7222
2616,7233
2617,7244
2618,7254
2619,7265
2620,7276
2621,7287
2622,7298
2623,7309
2624,7320
2625,7330
2626,7341
2627,7352
2628,7363
2629,7374
2630,7385
2631,7396
2632,7407
2633,7418
2634,7429
2635,7440
2636,7452
2637,7463
2638,7474
2639,7485
2640,7496
2641,7507
2642,7518
2643,7530
2644,7541
2645,7552
2646,7563
2647,7575
2648,7586
2649,7597
2650,7609
2651,7620
2652,7631
2653,7643
2654,7654
2655,7665
2656,7677
2657,7688
2658,7700
2659,7711
2660,7723
2661,7734
2662,7746
2663,7757
