# Description: map of bright UV point sources provided by IMAP/GLOWS Instrument Team for ground-processing pipeline at IMAP SDC
# version: 0.2
# star_background_max: 2 cts/s, min_masking_angle: 0.5 deg
# columns: object_name, ecliptic_longitude_deg, ecliptic_latitude_deg, angular_radius_for_masking
**HDO221A 220.5517651786544 -45.67397641472249 1.6606970217308294
HD100600 167.4557237863621 12.89523400723998 1.6077588256414592
HD10144 345.2999797928628 -59.3822555493876 3.949782859665976
HD10205 38.90283578666903 27.9330576386139 0.5
HD102232 199.3413613528867 -42.35752333400007 0.5
HD102776 217.498558640892 -56.20069044699572 3.032093346056038
HD104337 188.2763244851311 -17.89257450772565 2.9638640821095543
HD10516 44.59456329544094 36.85259943774157 3.4297009244038352
HD105382 207.3797401956445 -44.4782378863903 2.9227212275468197
HD105435 207.477505339394 -44.50507710582892 3.852636360107539
HD105937 209.3870067173558 -45.57790496505746 3.2961323883452005
HD106231 200.5833966875339 -33.94167851183284 0.818924317200592
HD106490 215.6586182215707 -50.41452901356508 3.907973679548264
HD106625 190.722136250278 -14.49915193529574 3.014973427616713
HD106911 245.4247854438017 -63.58976637218623 2.516767482400831
HD106983 221.7348843535212 -54.15321656928523 3.3940976950210855
HD108248 221.8626079613174 -52.87385663223048 3.990600830858562
HD108249 221.8643639991372 -52.87350828130606 3.9398759235414444
HD108257 211.3458131840646 -43.53900234895308 2.723204242110102
HD108483 210.7202100938312 -42.38338459353368 3.583951860334169
HD109026 234.0082587704581 -58.86572327948969 3.10372844713152
HD109387 136.2603898113016 61.75812884030718 2.644857471325639
HD109668 230.3650752069482 -56.55203364049976 3.8959679765790307
HD110879 230.1448857054407 -55.23788595012779 3.783782296226058
HD110956 218.7048408105693 -46.11897626062035 2.6712528101229944
HD111123 221.6389811067896 -48.6339997810936 3.9824845661147115
HD112078 222.2416127231712 -47.68036988681067 2.803997614480977
HD112091 220.5993257209313 -46.05192395165339 1.3739851809135946
HD112092 220.6033525988453 -46.06119570760511 3.4769470557966193
HD11241 48.61204112052373 40.25742617866466 2.730894315538438
HD113120 236.1715434027645 -56.67321504030481 1.457244906481816
HD113791 217.5575621422381 -38.90810301164772 3.438437005032535
HD113904 229.849278254858 -51.7077423122129 1.9640464004235494
HD11415 54.7667983239087 47.54996902321451 3.309074398300144
HD115823 221.7895262615498 -40.3356831437719 0.7024534820865025
HD116087 228.0397878713512 -47.24343447914939 2.9172857508198966
HD116658 203.8361967375125 -2.053637856126439 3.985319656741486
HD118716 225.5475309731738 -39.58183441315738 3.9481212533887367
HD119159 228.135009270748 -42.27805217947525 1.3553845148126018
HD120307 221.1476582320562 -28.26458606042002 3.8081790318770716
HD120315 176.9293997037208 54.38332565228174 3.8624113169136405
HD120324 221.5295662675227 -28.97576851336546 3.731612479689779
HD120640 224.058717794563 -32.85150157807229 2.311063396077932
HD120709 217.9239411125802 -20.06993178924361 2.7709852540298314
HD120955 217.7899194016693 -18.97165934073297 2.111459438632786
HD120991 224.572436287607 -32.90587852078553 1.5491778430626542
HD121263 224.9435598119471 -32.93963128741022 3.926481390462596
HD121743 223.0314835451847 -27.99696741331314 3.665605573602182
HD121790 224.3368096175587 -30.44897459834967 3.6142417931377806
HD122451 233.7837493902261 -44.13344067688722 3.989749682182295
HD122980 224.1400171590028 -26.58717207762544 3.3570816508770656
HD124367 233.4987487662803 -40.55039629572567 1.8653973894348073
HD125238 228.7812051063511 -30.18806017895736 3.5287543528436025
HD125823 226.7949295734094 -23.85047659365588 3.2668199430662637
HD126341 229.6802183487772 -28.9741635493817 3.3076702924467467
HD127381 233.1260222416927 -33.4363929417204 3.429785108985421
HD127972 230.2413817475586 -25.50984187429617 3.8922631593801693
HD128345 233.6110786630236 -32.16521866191106 3.077693342561764
HD129056 233.4958841149739 -30.02246251354698 3.928812387876518
HD129116 229.9258046749871 -20.98366260832786 3.3795537523308163
HD129557 237.6478379361048 -37.49455708602182 1.5291747559288176
HD130807 233.8574528241256 -25.86010437509977 2.8070361886659496
HD131120 232.1097940606775 -20.31169416071087 2.5762386160811004
HD132058 235.0176020425583 -25.04308020608494 3.881770068937574
HD132200 234.7868202155679 -24.02838367622277 3.7850431107120155
HD133242 237.6238424976819 -28.40104475761623 3.167450201022979
HD133518 239.794196904418 -33.02614916128913 0.7868205200940329
HD1337 29.74563216962104 44.28652592817018 1.264200337900796
HD133955 237.7022785145865 -26.51729608701172 3.3691199986173115
HD134687 238.1932933982993 -25.56315768738658 2.9919643900896538
HD135160 245.087398144859 -40.94488532676156 2.5581867886310876
HD135240 245.1625268290208 -40.98080681653997 2.9109240705579325
HD135348 238.5040540363126 -24.41681697575999 0.7260732925685239
HD135591 245.2387607882119 -40.46955324009502 2.675107012576731
HD135734 240.3650852458649 -28.49945205331298 1.3920663215729117
HD135742 229.363981547336 8.496488066441744 2.527676796833355
HD135876 238.2137298496107 -21.68497677077901 0.5
HD136298 238.6486519324457 -21.42308668653292 3.842007010218848
HD136415 245.4340659727026 -39.17116040013449 1.9360489882939171
HD136504 240.1139074219356 -25.24216372075354 3.6797232731329452
HD136664 237.9255648543264 -17.67988472996759 2.9616623257305963
HD137387 253.6969234939286 -52.04468262631801 2.5739000979360465
HD137432 238.7408239602275 -17.37571608073401 1.8569484531274432
HD138485 235.0092679762813 2.234043786490918 2.479363930070505
HD138690 241.4895512161424 -21.24126859629524 3.818862428750428
HD138749 219.4408418686138 48.54936455600912 2.5971531563681474
HD138769 242.6834453404838 -24.87269660098251 3.086674562281213
HD139365 239.3428147511154 -10.01878148814506 3.5039584886894897
HD140008 241.3651219050368 -14.61780368452253 2.438921557039112
HD141318 248.3722586744198 -34.00534768957143 0.5058614906076241
HD141637 241.1165221245912 -5.485843685329233 2.809203226050414
HD142096 240.467676717571 0.08671310210629236 2.1268177806092132
HD142114 241.6094428826658 -4.945841517591909 2.8527999172781318
